Note,Australia,Canada,Denmark,UK,Japan,Korea,Norway,Sweden,Switzerland,Austria,Belgium,France,Germany,Spain,Italy,Finland,Netherlands,United States,,Australia,Canada,Denmark,UK,Japan,Korea,Norway,Sweden,Switzerland,Austria,Belgium,France,Germany,Spain,Italy,Finland,Netherlands,United States
2003.4,4.7114652648,4.6824089663,4.6740710532,4.6770256231,4.5850807376,4.7157629893,4.6697118321,4.6711358133,4.6300091293,4.6663123209,4.6652016908,4.6741643908,4.6506023374,4.7124897814,4.6911919068,4.6543983495,4.7032039263,4.674705577,2003.4,111.215,108.03,107.133,107.45,98.0111,111.694,106.667,106.819,102.515,106.305,106.187,107.143,104.648,111.329,108.983,105.046,110.3,107.201
2004.1,4.7205236059,4.6875701132,4.6793495842,4.6819275027,4.5827486925,4.7308949359,4.6711919815,4.6697493313,4.6271469188,4.6728755623,4.6712949484,4.6741643908,4.6581344835,4.7103046761,4.6968738702,4.6544935413,4.7041101338,4.6836948189,2004.1,112.227,108.589,107.7,107.978,97.7828,113.397,106.825,106.671,102.222,107.005,106.836,107.143,105.4392,111.086,109.604,105.056,110.4,108.169
2004.2,4.7253769487,4.6987698127,4.6870542742,4.6954404138,4.5854132976,4.7382489762,4.6770907675,4.6743510398,4.6391464015,4.6809453391,4.681269745,4.6832509703,4.6652713767,4.733141148,4.7043908915,4.6549979069,4.7131273275,4.6979043234,2004.2,112.773,109.812,108.533,109.447,98.0437,114.234,107.457,107.163,103.456,107.872,107.907,108.121,106.1944,113.652,110.431,105.109,111.4,109.717
2004.3,4.7295094602,4.7006803458,4.6839813664,4.7013254631,4.5857457472,4.7498331422,4.6767929297,4.6723988355,4.6330285141,4.6855697531,4.6866580028,4.6841569517,4.668313985,4.7320759274,4.7086649622,4.6566139691,4.7131273275,4.701434456,2004.3,113.24,110.022,108.2,110.093,98.0763,115.565,107.425,106.954,102.825,108.372,108.49,108.219,106.518,113.531,110.904,105.279,111.4,110.105
2004.4,4.7370489638,4.7051150635,4.6879752287,4.7105297016,4.5900585786,4.7492185806,4.68207567,4.6758988834,4.6437175956,4.6932268498,4.6904667602,4.689299915,4.670675115,4.7462964147,4.7107996655,4.6603399571,4.7158167061,4.7073927835,2004.4,114.097,110.511,108.633,111.111,98.5002,115.494,107.994,107.329,103.93,109.205,108.904,108.777,106.7698,115.157,111.141,105.672,111.7,110.763
2005.1,4.7438445807,4.7085928252,4.6916505887,4.7131722098,4.5830830512,4.7631990502,4.6811956044,4.6723988355,4.6405759391,4.7011346971,4.6972387538,4.6907330143,4.6743725022,4.7423723331,4.715834611,4.6618529312,4.7202829931,4.7136657821,2005.1,114.875,110.896,109.033,111.405,97.8155,117.12,107.899,106.954,103.604,110.072,109.644,108.933,107.1653,114.706,111.702,105.832,112.2,111.46
2005.2,4.7499283222,4.717686041,4.7038111761,4.7250488022,4.5844152854,4.7672210059,4.6922648928,4.6773047837,4.6496749906,4.7047620952,4.707916287,4.6996800456,4.6777224487,4.7648370522,4.7226865194,4.6655218294,4.7282723831,4.7269452429,2005.2,115.576,111.909,110.367,112.736,97.9459,117.592,109.1,107.48,104.551,110.472,110.821,109.912,107.5249,117.312,112.47,106.221,113.1,112.95
2005.3,4.759323723,4.7263961768,4.7059200891,4.7286878583,4.5827486925,4.7732153179,4.6942885085,4.6776303727,4.6447754406,4.7074740348,4.7175251831,4.7032311244,4.6850538041,4.7658594427,4.7287143721,4.6655218294,4.730039168,4.7390365225,2005.3,116.667,112.888,110.6,113.147,97.7828,118.299,109.321,107.515,104.04,110.772,111.891,110.303,108.3161,117.432,113.15,106.221,113.3,114.324
2005.4,4.7646495005,4.7270160682,4.7086288944,4.734038222,4.5827486925,4.7732153179,4.699761926,4.6831399774,4.6546363121,4.7104847006,4.7164610821,4.7056307163,4.687044139,4.781213744,4.7321023515,4.667853863,4.7335634008,4.7441057,2005.4,117.29,112.958,110.9,113.754,97.7828,118.299,109.921,108.109,105.071,111.106,111.772,110.568,108.5319,119.249,113.534,106.469,113.7,114.905
2006.1,4.773240677,4.7319526054,4.7119327184,4.7367947618,4.581748016,4.7831238842,4.7032039263,4.6801756125,4.6528454432,4.7129387998,4.7193288839,4.708538719,4.6906816053,4.7817670546,4.7370401993,4.670339758,4.7318028369,4.7494869568,2006.1,118.302,113.517,111.267,114.068,97.685,119.477,110.3,107.789,104.883,111.379,112.093,110.89,108.9274,119.315,114.096,106.734,113.5,115.525
2006.2,4.7889157284,4.7429736901,4.7235485999,4.7539780469,4.5860780862,4.7900052479,4.7157271766,4.6924115365,4.6628445778,4.7218414928,4.7278301987,4.7187220607,4.6966074211,4.8035291205,4.7447755944,4.6813902119,4.7423200241,4.7662681063,2006.2,120.171,114.775,112.567,116.045,98.1089,120.302,111.69,109.116,105.937,112.375,113.05,112.025,109.5748,121.94,114.982,107.92,114.7,117.48
2006.3,4.797953494,4.7435833931,4.7241347456,4.7625499325,4.5887328298,4.7978050441,4.716300027,4.6934099748,4.6569178771,4.7231487581,4.7322520752,4.7199442548,4.6992286737,4.8005807073,4.7501619075,4.6827976717,4.7431914839,4.7718534327,2006.3,121.262,114.845,112.633,117.044,98.3697,121.244,111.754,109.225,105.311,112.522,113.551,112.162,109.8624,121.581,115.603,108.072,114.8,118.138
2006.4,4.7966661952,4.7405311539,4.7253237431,4.7731984114,4.5860780862,4.7948893132,4.7244631922,4.6984510354,4.6592131964,4.7234775286,4.7308508421,4.7189005763,4.7002103293,4.8068204016,4.7501619075,4.6883157671,4.7423200241,4.7632929666,2006.4,121.106,114.495,112.767,118.297,98.1089,120.891,112.67,109.777,105.553,112.559,113.392,112.045,109.9703,122.342,115.603,108.67,114.7,117.131
2007.1,4.7973100517,4.7499542788,4.7306303437,4.781272443,4.5807463373,4.8036193247,4.7134683824,4.6994525651,4.6537317526,4.7293593253,4.7366807882,4.7200601519,4.708676684,4.805626313,4.754245149,4.6938401867,4.7475374273,4.7734350758,2007.1,121.184,115.579,113.367,119.256,97.5872,121.951,111.438,109.887,104.976,113.223,114.055,112.175,110.9053,122.196,116.076,109.272,115.3,118.325
2007.2,4.8094489101,4.7646580264,4.7397010789,4.7972357817,4.5854132976,4.8141904719,4.7191236761,4.7103586869,4.6680792553,4.7406883537,4.7422241172,4.730480377,4.7164288732,4.8274573707,4.7605829262,4.7055312251,4.7596065393,4.7924295318,2007.2,122.664,117.291,114.4,121.175,98.0437,123.247,112.07,111.092,106.493,114.513,114.689,113.35,111.7684,124.893,116.814,110.557,116.7,120.594
2007.3,4.8164030863,4.7646580264,4.7359089328,4.8012631469,4.587406339,4.8208620423,4.7179898132,4.7126334892,4.6632409613,4.7422938686,4.7454798044,4.7324017765,4.721884206,4.823887958,4.7663872685,4.7075462526,4.7561730595,4.7951787883,2007.3,123.52,117.291,113.967,121.664,98.2393,124.072,111.943,111.345,105.979,114.697,115.063,113.568,112.3798,124.448,117.494,110.78,116.3,120.926
2007.4,4.8258146171,4.7643595787,4.7466697483,4.8142148129,4.5913815583,4.8274893976,4.738108903,4.7293858214,4.6758616141,4.7547533075,4.7580715143,4.7421194809,4.7301697862,4.8457370657,4.7734097216,4.715028571,4.7604630704,4.8022654061,2007.4,124.688,117.256,115.2,123.25,98.6306,124.897,114.218,113.226,107.325,116.135,116.521,114.677,113.3148,127.197,118.322,111.612,116.8,121.786
2008.1,4.8388500351,4.7676376142,4.7604630704,4.8202331773,4.5903894877,4.8406058784,4.7482916961,4.731115376,4.6781417984,4.7620286251,4.7742629603,4.7492012635,4.7374424112,4.8482810569,4.7843367711,4.7312299856,4.7681390143,4.8135736338,2008.1,126.324,117.641,116.8,123.994,98.5328,126.546,115.387,113.422,107.57,116.983,118.423,115.492,114.1419,127.521,119.622,113.435,117.7,123.171
